Read Number,Lev Distance,Read Depth of this one plus last one,Lev D/Read Depth
63194,3,59,0.05084745762711865
63199,3,54,0.05555555555555555
63216,3,54,0.05555555555555555
63218,3,57,0.05263157894736842
63219,3,56,0.05357142857142857
63225,3,50,0.06
63227,3,51,0.058823529411764705
63229,3,51,0.058823529411764705
63230,3,52,0.057692307692307696
63234,3,56,0.05357142857142857
63235,3,56,0.05357142857142857
63236,3,56,0.05357142857142857
63237,3,56,0.05357142857142857
63240,3,54,0.05555555555555555
63247,3,54,0.05555555555555555
63249,3,54,0.05555555555555555
63252,3,54,0.05555555555555555
63253,3,53,0.05660377358490566
63261,3,56,0.05357142857142857
63263,3,55,0.05454545454545454
63265,3,54,0.05555555555555555
63266,3,55,0.05454545454545454
63270,3,56,0.05357142857142857
63272,3,56,0.05357142857142857
63278,3,59,0.05084745762711865
63290,3,62,0.04838709677419355
63293,3,61,0.04918032786885246
63299,3,79,0.0379746835443038
63309,3,84,0.03571428571428571
63311,3,82,0.036585365853658534
63317,3,75,0.04
63327,3,74,0.04054054054054054
63340,3,84,0.03571428571428571
63341,3,84,0.03571428571428571
63345,3,89,0.033707865168539325
63349,3,98,0.030612244897959183
63358,3,95,0.031578947368421054
63366,3,94,0.031914893617021274
63367,3,94,0.031914893617021274
63370,3,114,0.02631578947368421
63394,3,120,0.025
63396,3,120,0.025
63404,3,125,0.024
63405,3,124,0.024193548387096774
63411,3,124,0.024193548387096774
63414,3,124,0.024193548387096774
63416,3,127,0.023622047244094488
63420,3,127,0.023622047244094488
63423,3,129,0.023255813953488372
63427,3,130,0.023076923076923078
63430,3,130,0.023076923076923078
63431,3,131,0.022900763358778626
63432,3,132,0.022727272727272728
63438,3,128,0.0234375
63445,3,129,0.023255813953488372
63455,3,110,0.02727272727272727
63463,3,135,0.022222222222222223
63467,3,137,0.021897810218978103
63477,3,142,0.02112676056338028
63486,3,134,0.022388059701492536
63493,3,138,0.021739130434782608
63494,3,137,0.021897810218978103
63497,3,132,0.022727272727272728
63498,3,133,0.022556390977443608
63520,3,124,0.024193548387096774
63526,3,122,0.02459016393442623
63531,3,122,0.02459016393442623
63532,3,122,0.02459016393442623
63533,3,122,0.02459016393442623
63534,3,124,0.024193548387096774
63546,3,127,0.023622047244094488
63552,3,120,0.025
63553,3,120,0.025
63558,3,116,0.02586206896551724
63561,3,111,0.02702702702702703
63562,3,110,0.02727272727272727
63567,3,105,0.02857142857142857
63568,3,104,0.028846153846153848
63569,3,104,0.028846153846153848
63577,3,108,0.027777777777777776
63578,3,108,0.027777777777777776
63579,3,108,0.027777777777777776
63580,3,109,0.027522935779816515
63583,3,111,0.02702702702702703
63584,3,112,0.026785714285714284
63585,3,112,0.026785714285714284
63589,3,114,0.02631578947368421
63596,3,112,0.026785714285714284
63603,3,106,0.02830188679245283
63613,3,76,0.039473684210526314
63616,3,72,0.041666666666666664
63617,3,72,0.041666666666666664
63623,3,66,0.045454545454545456
63624,3,66,0.045454545454545456
63626,3,64,0.046875
63642,3,65,0.046153846153846156
63643,3,67,0.04477611940298507
63657,3,62,0.04838709677419355
63662,3,55,0.05454545454545454
63663,3,52,0.057692307692307696
63671,3,52,0.057692307692307696
63673,3,56,0.05357142857142857
63675,3,53,0.05660377358490566
63681,3,50,0.06
63684,3,52,0.057692307692307696
63710,3,48,0.0625
63713,3,48,0.0625
63727,3,38,0.07894736842105263
63731,3,37,0.08108108108108109
63733,3,36,0.08333333333333333
63739,3,28,0.10714285714285714
63745,3,26,0.11538461538461539
63769,3,28,0.10714285714285714
63774,3,28,0.10714285714285714
63782,3,25,0.12
63805,3,16,0.1875
63807,3,13,0.23076923076923078
63999,3,26,0.11538461538461539
64000,3,26,0.11538461538461539
64002,3,24,0.125
64011,3,22,0.13636363636363635
64021,3,22,0.13636363636363635
64022,3,25,0.12
64046,3,38,0.07894736842105263
64064,3,47,0.06382978723404255
64066,3,50,0.06
64077,3,55,0.05454545454545454
64080,3,58,0.05172413793103448
64081,3,58,0.05172413793103448
64085,3,56,0.05357142857142857
64086,3,55,0.05454545454545454
64096,3,62,0.04838709677419355
64104,3,60,0.05
64124,3,57,0.05263157894736842
64153,3,62,0.04838709677419355
64157,3,65,0.046153846153846156
64172,3,68,0.04411764705882353
64179,3,68,0.04411764705882353
64180,3,68,0.04411764705882353
64183,3,71,0.04225352112676056
64185,3,75,0.04
64197,3,62,0.04838709677419355
64206,3,57,0.05263157894736842
64220,3,59,0.05084745762711865
64227,3,57,0.05263157894736842
64230,3,53,0.05660377358490566
64231,3,53,0.05660377358490566
64242,3,52,0.057692307692307696
64248,3,52,0.057692307692307696
64255,3,55,0.05454545454545454
64275,3,64,0.046875
64280,3,64,0.046875
64286,3,64,0.046875
64299,3,64,0.046875
64300,3,64,0.046875
64301,3,64,0.046875
64304,3,62,0.04838709677419355
64308,3,55,0.05454545454545454
64310,3,54,0.05555555555555555
64313,3,58,0.05172413793103448
64314,3,58,0.05172413793103448
64327,3,56,0.05357142857142857
64331,3,62,0.04838709677419355
64336,3,55,0.05454545454545454
64360,3,60,0.05
64366,3,60,0.05
64404,3,107,0.028037383177570093
64405,3,109,0.027522935779816515
64417,3,98,0.030612244897959183
64425,3,102,0.029411764705882353
64434,3,100,0.03
64436,3,100,0.03
64437,3,100,0.03
64455,3,98,0.030612244897959183
64456,3,98,0.030612244897959183
64467,3,98,0.030612244897959183
64482,3,117,0.02564102564102564
64483,3,119,0.025210084033613446
64490,3,135,0.022222222222222223
64491,3,136,0.022058823529411766
64492,3,135,0.022222222222222223
64495,3,133,0.022556390977443608
64502,3,132,0.022727272727272728
64505,3,136,0.022058823529411766
64512,3,128,0.0234375
64513,3,128,0.0234375
64516,3,130,0.023076923076923078
64518,3,130,0.023076923076923078
64519,3,130,0.023076923076923078
64522,3,130,0.023076923076923078
64526,3,124,0.024193548387096774
64534,3,122,0.02459016393442623
64550,3,106,0.02830188679245283
64554,3,100,0.03
64565,3,96,0.03125
64566,3,96,0.03125
64567,3,97,0.030927835051546393
64568,3,98,0.030612244897959183
64580,3,114,0.02631578947368421
64582,3,116,0.02586206896551724
64592,3,120,0.025
64600,3,120,0.025
64616,3,126,0.023809523809523808
64617,3,126,0.023809523809523808
64621,3,120,0.025
64624,3,100,0.03
64628,3,100,0.03
64633,3,107,0.028037383177570093
64641,3,105,0.02857142857142857
64643,3,122,0.02459016393442623
64645,3,128,0.0234375
64663,3,162,0.018518518518518517
64668,3,164,0.018292682926829267
64679,3,186,0.016129032258064516
64728,3,215,0.013953488372093023
64739,3,190,0.015789473684210527
64740,3,190,0.015789473684210527
64743,3,192,0.015625
64804,3,156,0.019230769230769232
64806,3,156,0.019230769230769232
64815,3,156,0.019230769230769232
64820,3,156,0.019230769230769232
64829,3,134,0.022388059701492536
64830,3,134,0.022388059701492536
64831,3,134,0.022388059701492536
64838,3,131,0.022900763358778626
64858,3,160,0.01875
64859,3,160,0.01875
64860,3,159,0.018867924528301886
64864,3,158,0.0189873417721519
64869,3,166,0.018072289156626505
64870,3,166,0.018072289156626505
64876,3,145,0.020689655172413793
64880,3,146,0.02054794520547945
64881,3,146,0.02054794520547945
64883,3,145,0.020689655172413793
64884,3,145,0.020689655172413793
64887,3,142,0.02112676056338028
64888,3,142,0.02112676056338028
64889,3,143,0.02097902097902098
64890,3,145,0.020689655172413793
64891,3,146,0.02054794520547945
64903,3,172,0.01744186046511628
64911,3,168,0.017857142857142856
64913,3,168,0.017857142857142856
64915,3,168,0.017857142857142856
64918,3,172,0.01744186046511628
64923,3,182,0.016483516483516484
64934,3,178,0.016853932584269662
64940,3,188,0.015957446808510637
64948,3,178,0.016853932584269662
64950,3,177,0.01694915254237288
64952,3,176,0.017045454545454544
64965,3,167,0.017964071856287425
64966,3,166,0.018072289156626505
64969,3,170,0.01764705882352941
64972,3,168,0.017857142857142856
64985,3,166,0.018072289156626505
64987,3,165,0.01818181818181818
64995,3,142,0.02112676056338028
64996,3,141,0.02127659574468085
64997,3,138,0.021739130434782608
65000,3,136,0.022058823529411766
65013,3,134,0.022388059701492536
65014,3,134,0.022388059701492536
65019,3,131,0.022900763358778626
65020,3,132,0.022727272727272728
65024,3,136,0.022058823529411766
65034,3,144,0.020833333333333332
65045,3,128,0.0234375
65050,3,110,0.02727272727272727
65052,3,112,0.026785714285714284
65066,3,106,0.02830188679245283
65070,3,103,0.02912621359223301
65083,3,105,0.02857142857142857
65085,3,110,0.02727272727272727
65089,3,103,0.02912621359223301
65092,3,104,0.028846153846153848
65098,3,108,0.027777777777777776
65099,3,108,0.027777777777777776
65116,3,122,0.02459016393442623
65117,3,122,0.02459016393442623
65118,3,122,0.02459016393442623
65130,3,124,0.024193548387096774
65150,3,128,0.0234375
65151,3,127,0.023622047244094488
65168,3,128,0.0234375
65171,3,128,0.0234375
65172,3,128,0.0234375
65173,3,128,0.0234375
65174,3,126,0.023809523809523808
65197,3,108,0.027777777777777776
65198,3,108,0.027777777777777776
65201,3,107,0.028037383177570093
65206,3,108,0.027777777777777776
65207,3,108,0.027777777777777776
65227,3,98,0.030612244897959183
65233,3,94,0.031914893617021274
65237,3,82,0.036585365853658534
65240,3,82,0.036585365853658534
65253,3,97,0.030927835051546393
65257,3,100,0.03
65267,3,93,0.03225806451612903
65269,3,94,0.031914893617021274
65270,3,94,0.031914893617021274
65271,3,94,0.031914893617021274
65277,3,86,0.03488372093023256
65279,3,89,0.033707865168539325
65282,3,91,0.03296703296703297
65283,3,90,0.03333333333333333
65285,3,90,0.03333333333333333
65287,3,90,0.03333333333333333
65297,3,82,0.036585365853658534
65299,3,82,0.036585365853658534
65303,3,83,0.03614457831325301
65305,3,84,0.03571428571428571
65310,3,94,0.031914893617021274
65314,3,95,0.031578947368421054
65315,3,96,0.03125
65317,3,96,0.03125
65324,3,92,0.03260869565217391
65325,3,92,0.03260869565217391
65327,3,91,0.03296703296703297
65334,3,88,0.03409090909090909
65335,3,88,0.03409090909090909
65343,3,93,0.03225806451612903
65345,3,94,0.031914893617021274
65346,3,94,0.031914893617021274
65355,3,91,0.03296703296703297
65356,3,90,0.03333333333333333
65360,3,96,0.03125
65361,3,94,0.031914893617021274
65369,3,88,0.03409090909090909
65371,3,88,0.03409090909090909
65372,3,88,0.03409090909090909
65374,3,88,0.03409090909090909
65380,3,86,0.03488372093023256
65381,3,85,0.03529411764705882
65392,3,87,0.034482758620689655
65424,3,76,0.039473684210526314
65427,3,78,0.038461538461538464
65430,3,76,0.039473684210526314
65431,3,74,0.04054054054054054
65432,3,74,0.04054054054054054
65433,3,74,0.04054054054054054
65438,3,72,0.041666666666666664
65444,3,72,0.041666666666666664
65447,3,75,0.04
65449,3,78,0.038461538461538464
65455,3,74,0.04054054054054054
65461,3,68,0.04411764705882353
65467,3,71,0.04225352112676056
65473,3,74,0.04054054054054054
65481,3,74,0.04054054054054054
65490,3,68,0.04411764705882353
65491,3,66,0.045454545454545456
65492,3,64,0.046875
65493,3,64,0.046875
65495,3,63,0.047619047619047616
65506,3,66,0.045454545454545456
65516,3,60,0.05
65525,3,62,0.04838709677419355
65542,3,78,0.038461538461538464
65546,3,81,0.037037037037037035
65556,3,79,0.0379746835443038
65558,3,78,0.038461538461538464
65562,3,80,0.0375
65574,3,77,0.03896103896103896
65575,3,74,0.04054054054054054
65576,3,71,0.04225352112676056
65579,3,70,0.04285714285714286
65593,3,70,0.04285714285714286
65594,3,70,0.04285714285714286
65605,3,81,0.037037037037037035
65621,3,76,0.039473684210526314
65623,3,76,0.039473684210526314
65631,3,75,0.04
65653,3,74,0.04054054054054054
65661,3,74,0.04054054054054054
65667,3,75,0.04
65668,3,77,0.03896103896103896
65680,3,74,0.04054054054054054
65686,3,67,0.04477611940298507
65692,3,54,0.05555555555555555
65695,3,48,0.0625
3958,29,76,0.3815789473684211
8748,29,406,0.07142857142857142
52402,29,397,0.07304785894206549
52622,29,403,0.07196029776674938
52623,29,426,0.06807511737089202
52643,29,407,0.07125307125307126
53063,29,487,0.059548254620123205
53189,29,508,0.05708661417322835
53305,29,347,0.08357348703170028
53331,29,353,0.0821529745042493
53391,29,402,0.07213930348258707
53601,29,390,0.07435897435897436
53624,29,399,0.07268170426065163
53661,29,439,0.06605922551252848
53853,29,448,0.06473214285714286
53901,29,530,0.05471698113207547
53903,29,529,0.054820415879017016
53918,29,506,0.05731225296442688
53965,29,527,0.05502846299810247
53992,29,466,0.06223175965665236
54091,29,502,0.05776892430278884
54181,29,456,0.06359649122807018
54262,29,460,0.06304347826086956
5726,28,156,0.1794871794871795
5728,28,177,0.15819209039548024
6823,28,361,0.07756232686980609
6971,28,291,0.09621993127147767
8747,28,408,0.06862745098039216
8770,28,362,0.07734806629834254
52336,28,331,0.08459214501510574
52642,28,426,0.06572769953051644
52661,28,403,0.06947890818858561
52667,28,425,0.06588235294117648
52964,28,543,0.05156537753222836
53002,28,536,0.05223880597014925
53023,28,477,0.05870020964360587
53025,28,478,0.058577405857740586
53038,28,471,0.059447983014861996
53881,28,501,0.05588822355289421
53905,28,530,0.052830188679245285
53910,28,497,0.056338028169014086
53919,28,506,0.05533596837944664
53920,28,502,0.055776892430278883
54006,28,427,0.06557377049180328
54072,28,484,0.05785123966942149
54112,28,519,0.05394990366088632
54356,28,386,0.07253886010362694
54499,28,527,0.05313092979127135
54616,28,452,0.061946902654867256
54723,28,402,0.06965174129353234
3959,27,74,0.36486486486486486
5715,27,205,0.13170731707317074
5716,27,204,0.1323529411764706
7088,27,327,0.08256880733944955
7106,27,302,0.08940397350993377
7312,27,308,0.08766233766233766
7582,27,285,0.09473684210526316
7630,27,311,0.08681672025723473
7876,27,176,0.1534090909090909
52247,27,387,0.06976744186046512
52407,27,416,0.06490384615384616
52543,27,420,0.06428571428571428
52662,27,404,0.06683168316831684
52666,27,421,0.06413301662707839
52952,27,473,0.05708245243128964
52968,27,552,0.04891304347826087
52994,27,545,0.04954128440366973
52995,27,544,0.04963235294117647
53106,27,493,0.05476673427991886
53216,27,493,0.05476673427991886
53231,27,492,0.054878048780487805
53419,27,472,0.057203389830508475
53530,27,424,0.06367924528301887
53649,27,370,0.07297297297297298
53854,27,458,0.05895196506550218
53917,27,505,0.053465346534653464
53923,27,485,0.05567010309278351
53968,27,486,0.05555555555555555
53981,27,485,0.05567010309278351
53985,27,480,0.05625
53986,27,484,0.05578512396694215
53993,27,464,0.05818965517241379
54020,27,505,0.053465346534653464
54032,27,431,0.06264501160092807
54059,27,490,0.05510204081632653
54062,27,489,0.05521472392638037
54083,27,477,0.05660377358490566
54089,27,486,0.05555555555555555
54115,27,451,0.0598669623059867
54175,27,459,0.058823529411764705
54176,27,452,0.059734513274336286
54268,27,456,0.05921052631578947
54309,27,447,0.06040268456375839
54420,27,501,0.05389221556886228
54464,27,483,0.055900621118012424
54520,27,551,0.04900181488203267
5738,26,210,0.12380952380952381
5972,26,320,0.08125
6955,26,338,0.07692307692307693
8497,26,403,0.06451612903225806
8631,26,424,0.06132075471698113
10788,26,131,0.1984732824427481
52558,26,377,0.06896551724137931
52658,26,404,0.06435643564356436
52916,26,455,0.05714285714285714
53108,26,483,0.053830227743271224
53236,26,478,0.05439330543933055
53243,26,465,0.05591397849462366
53473,26,450,0.057777777777777775
53547,26,445,0.058426966292134834
53626,26,390,0.06666666666666667
53630,26,372,0.06989247311827956
53638,26,358,0.07262569832402235
53737,26,550,0.04727272727272727
53757,26,497,0.052313883299798795
53789,26,583,0.044596912521440824
53997,26,461,0.05639913232104121
54031,26,428,0.06074766355140187
54055,26,491,0.05295315682281059
54073,26,486,0.053497942386831275
54077,26,484,0.05371900826446281
54082,26,472,0.05508474576271186
54114,26,450,0.057777777777777775
54180,26,452,0.05752212389380531
54267,26,457,0.05689277899343545
54311,26,435,0.059770114942528735
54487,26,484,0.05371900826446281
54498,26,515,0.05048543689320388
54551,26,499,0.052104208416833664
54660,26,428,0.06074766355140187
54743,26,416,0.0625
1104,25,82,0.3048780487804878
5737,25,209,0.11961722488038277
5748,25,221,0.11312217194570136
5763,25,240,0.10416666666666667
7516,25,275,0.09090909090909091
7909,25,177,0.14124293785310735
7971,25,194,0.12886597938144329
8359,25,397,0.06297229219143577
8628,25,426,0.05868544600938967
52481,25,427,0.0585480093676815
52632,25,445,0.056179775280898875
52655,25,400,0.0625
52963,25,537,0.04655493482309125
53227,25,490,0.05102040816326531
53436,25,493,0.05070993914807302
53589,25,382,0.06544502617801047
53610,25,418,0.05980861244019139
53613,25,407,0.06142506142506143
53736,25,549,0.04553734061930783
53852,25,443,0.056433408577878104
53860,25,440,0.056818181818181816
53885,25,515,0.04854368932038835
53895,25,526,0.04752851711026616
53909,25,497,0.05030181086519115
53911,25,500,0.05
53925,25,488,0.05122950819672131
53951,25,455,0.054945054945054944
53988,25,488,0.05122950819672131
54005,25,436,0.05733944954128441
54040,25,437,0.057208237986270026
54047,25,477,0.05241090146750524
54054,25,490,0.05102040816326531
54060,25,490,0.05102040816326531
54065,25,478,0.05230125523012552
54079,25,480,0.052083333333333336
54110,25,521,0.04798464491362764
54128,25,469,0.053304904051172705
54161,25,510,0.049019607843137254
54239,25,503,0.04970178926441352
54246,25,483,0.051759834368530024
54260,25,464,0.05387931034482758
54378,25,481,0.05197505197505198
54436,25,476,0.052521008403361345
54554,25,504,0.0496031746031746
54757,25,428,0.05841121495327103
55929,25,68,0.36764705882352944
55930,25,68,0.36764705882352944
5914,24,277,0.08664259927797834
6058,24,347,0.069164265129683
6150,24,378,0.06349206349206349
6278,24,279,0.08602150537634409
6520,24,323,0.07430340557275542
6625,24,275,0.08727272727272728
6796,24,295,0.08135593220338982
8413,24,388,0.061855670103092786
8433,24,364,0.06593406593406594
8510,24,395,0.060759493670886074
8740,24,355,0.0676056338028169
52482,24,430,0.05581395348837209
52485,24,432,0.05555555555555555
52553,24,397,0.060453400503778336
52677,24,396,0.06060606060606061
52739,24,395,0.060759493670886074
52817,24,399,0.06015037593984962
53097,24,509,0.047151277013752456
53208,24,482,0.04979253112033195
53212,24,497,0.0482897384305835
53219,24,488,0.04918032786885246
53224,24,493,0.0486815415821501
53422,24,473,0.0507399577167019
53502,24,410,0.05853658536585366
53822,24,545,0.044036697247706424
53868,24,417,0.05755395683453238
53869,24,412,0.05825242718446602
53880,24,501,0.04790419161676647
53884,24,512,0.046875
53886,24,516,0.046511627906976744
53897,24,533,0.0450281425891182
53940,24,462,0.05194805194805195
53969,24,484,0.049586776859504134
54048,24,486,0.04938271604938271
54064,24,478,0.0502092050209205
54067,24,482,0.04979253112033195
54135,24,481,0.0498960498960499
54168,24,509,0.047151277013752456
54177,24,448,0.05357142857142857
54310,24,446,0.053811659192825115
54429,24,456,0.05263157894736842
54470,24,527,0.04554079696394687
54481,24,470,0.05106382978723404
54509,24,562,0.042704626334519574
54529,24,545,0.044036697247706424
54534,24,533,0.0450281425891182
54555,24,498,0.04819277108433735
54580,24,502,0.04780876494023904
54637,24,450,0.05333333333333334
54702,24,391,0.061381074168797956
54788,24,379,0.0633245382585752
54793,24,387,0.06201550387596899
64871,24,152,0.15789473684210525
5709,23,210,0.10952380952380952
5727,23,156,0.14743589743589744
6209,23,294,0.0782312925170068
6689,23,321,0.07165109034267912
6822,23,361,0.06371191135734072
7258,23,298,0.07718120805369127
7342,23,321,0.07165109034267912
7443,23,338,0.06804733727810651
7448,23,336,0.06845238095238096
7507,23,268,0.08582089552238806
8164,23,300,0.07666666666666666
8450,23,355,0.0647887323943662
8485,23,420,0.05476190476190476
8587,23,397,0.05793450881612091
8634,23,418,0.05502392344497608
8739,23,353,0.06515580736543909
8743,23,359,0.06406685236768803
8746,23,410,0.05609756097560976
52202,23,348,0.06609195402298851
52401,23,394,0.0583756345177665
52404,23,408,0.056372549019607844
52466,23,436,0.052752293577981654
52596,23,417,0.05515587529976019
52608,23,392,0.058673469387755105
52636,23,437,0.05263157894736842
52671,23,411,0.05596107055961071
52711,23,393,0.058524173027989825
53031,23,472,0.048728813559322036
53033,23,457,0.05032822757111598
53056,23,487,0.04722792607802875
53122,23,458,0.05021834061135371
53304,23,346,0.06647398843930635
53389,23,399,0.05764411027568922
53531,23,435,0.052873563218390804
53540,23,429,0.053613053613053616
53623,23,400,0.0575
53804,23,501,0.04590818363273453
53851,23,439,0.05239179954441914
53855,23,459,0.05010893246187364
53916,23,504,0.04563492063492063
53926,23,487,0.04722792607802875
53934,23,497,0.04627766599597585
53983,23,487,0.04722792607802875
54038,23,426,0.0539906103286385
54049,23,484,0.047520661157024795
54081,23,472,0.048728813559322036
54092,23,489,0.04703476482617587
54096,23,482,0.04771784232365145
54099,23,486,0.047325102880658436
54140,23,478,0.04811715481171548
54144,23,495,0.046464646464646465
54163,23,518,0.0444015444015444
54184,23,454,0.05066079295154185
54187,23,454,0.05066079295154185
54232,23,479,0.04801670146137787
54234,23,494,0.0465587044534413
54279,23,467,0.04925053533190578
54428,23,458,0.05021834061135371
54445,23,478,0.04811715481171548
54461,23,475,0.04842105263157895
54462,23,474,0.04852320675105485
54479,23,461,0.049891540130151846
54507,23,553,0.04159132007233273
54546,23,510,0.045098039215686274
54606,23,500,0.046
54772,23,410,0.05609756097560976
54886,23,248,0.09274193548387097
5718,22,187,0.11764705882352941
5732,22,202,0.10891089108910891
5773,22,250,0.088
6547,22,316,0.06962025316455696
6614,22,299,0.07357859531772576
6813,22,310,0.07096774193548387
6874,22,317,0.0694006309148265
6946,22,307,0.07166123778501629
6964,22,334,0.0658682634730539
7230,22,336,0.06547619047619048
7232,22,341,0.06451612903225806
7233,22,342,0.06432748538011696
7374,22,305,0.07213114754098361
7390,22,322,0.06832298136645963
7488,22,285,0.07719298245614035
7589,22,308,0.07142857142857142
7970,22,187,0.11764705882352941
8260,22,300,0.07333333333333333
8291,22,271,0.08118081180811808
8366,22,397,0.055415617128463476
8615,22,412,0.05339805825242718
8652,22,352,0.0625
8698,22,390,0.05641025641025641
8726,22,379,0.05804749340369393
8745,22,410,0.05365853658536585
8820,22,244,0.09016393442622951
52398,22,424,0.05188679245283019
52453,22,419,0.05250596658711217
52654,22,398,0.05527638190954774
52710,22,393,0.05597964376590331
52948,22,453,0.04856512141280353
52955,22,494,0.044534412955465584
53004,22,520,0.04230769230769231
53049,22,501,0.043912175648702596
53190,22,482,0.04564315352697095
53262,22,365,0.06027397260273973
53299,22,328,0.06707317073170732
53302,22,335,0.06567164179104477
53303,22,339,0.06489675516224189
53346,22,374,0.058823529411764705
53415,22,470,0.04680851063829787
53573,22,411,0.0535279805352798
53577,22,411,0.0535279805352798
53600,22,375,0.058666666666666666
53608,22,419,0.05250596658711217
53614,22,406,0.054187192118226604
53616,22,418,0.05263157894736842
53670,22,425,0.05176470588235294
53784,22,540,0.040740740740740744
53890,22,521,0.04222648752399232
53894,22,521,0.04222648752399232
53900,22,531,0.04143126177024482
53921,22,492,0.044715447154471545
53953,22,457,0.04814004376367615
53954,22,455,0.04835164835164835
53957,22,468,0.04700854700854701
53960,22,464,0.04741379310344827
53961,22,463,0.047516198704103674
53977,22,484,0.045454545454545456
53980,22,485,0.04536082474226804
53984,22,481,0.04573804573804574
53996,22,462,0.047619047619047616
53998,22,456,0.04824561403508772
54008,22,426,0.051643192488262914
54016,22,435,0.05057471264367816
54056,22,490,0.044897959183673466
54058,22,490,0.044897959183673466
54085,22,479,0.04592901878914405
54098,22,482,0.04564315352697095
54109,22,517,0.0425531914893617
54111,22,522,0.0421455938697318
54125,22,467,0.047109207708779445
54133,22,466,0.04721030042918455
54137,22,479,0.04592901878914405
54143,22,495,0.044444444444444446
54158,22,501,0.043912175648702596
54185,22,454,0.048458149779735685
54321,22,409,0.05378973105134474
54357,22,388,0.05670103092783505
54369,22,466,0.04721030042918455
54421,22,501,0.043912175648702596
54424,22,484,0.045454545454545456
54491,22,485,0.04536082474226804
54495,22,492,0.044715447154471545
54504,22,555,0.03963963963963964
54532,22,542,0.04059040590405904
54537,22,515,0.04271844660194175
54646,22,451,0.04878048780487805
54678,22,428,0.0514018691588785
54718,22,395,0.05569620253164557
54739,22,393,0.05597964376590331
54785,22,373,0.058981233243967826
54844,22,268,0.08208955223880597
54863,22,296,0.07432432432432433
60578,22,252,0.0873015873015873
1099,21,83,0.25301204819277107
5710,21,208,0.10096153846153846
5733,21,202,0.10396039603960396
5747,21,221,0.09502262443438914
5937,21,276,0.07608695652173914
6409,21,272,0.07720588235294118
6617,21,302,0.0695364238410596
6893,21,320,0.065625
7023,21,307,0.06840390879478828
7219,21,322,0.06521739130434782
7231,21,338,0.0621301775147929
7304,21,299,0.07023411371237458
7307,21,308,0.06818181818181818
7423,21,349,0.06017191977077364
7664,21,294,0.07142857142857142
7908,21,174,0.1206896551724138
8193,21,293,0.07167235494880546
8212,21,322,0.06521739130434782
8290,21,270,0.07777777777777778
8319,21,289,0.0726643598615917
8367,21,396,0.05303030303030303
8415,21,384,0.0546875
8575,21,379,0.055408970976253295
8593,21,402,0.05223880597014925
8594,21,399,0.05263157894736842
8619,21,427,0.04918032786885246
8641,21,363,0.05785123966942149
8647,21,366,0.05737704918032787
8715,21,399,0.05263157894736842
9037,21,145,0.14482758620689656
52051,21,165,0.12727272727272726
52104,21,201,0.1044776119402985
52234,21,387,0.05426356589147287
52377,21,388,0.05412371134020619
52415,21,428,0.04906542056074766
52416,21,423,0.04964539007092199
52475,21,426,0.04929577464788732
52476,21,426,0.04929577464788732
52554,21,392,0.05357142857142857
52635,21,440,0.04772727272727273
52668,21,422,0.04976303317535545
52735,21,405,0.05185185185185185
52736,21,406,0.05172413793103448
52737,21,404,0.05198019801980198
52773,21,363,0.05785123966942149
52890,21,463,0.04535637149028078
52938,21,471,0.044585987261146494
52940,21,463,0.04535637149028078
52979,21,554,0.03790613718411552
53012,21,491,0.04276985743380855
53051,21,500,0.042
53180,21,492,0.042682926829268296
53209,21,487,0.043121149897330596
53210,21,492,0.042682926829268296
53215,21,493,0.04259634888438134
53269,21,353,0.059490084985835696
53298,21,322,0.06521739130434782
53347,21,376,0.05585106382978723
53361,21,401,0.05236907730673317
53412,21,474,0.04430379746835443
53423,21,477,0.0440251572327044
53576,21,412,0.050970873786407765
53617,21,411,0.051094890510948905
53625,21,398,0.052763819095477386
53631,21,367,0.05722070844686648
53639,21,354,0.059322033898305086
53641,21,346,0.06069364161849711
53648,21,367,0.05722070844686648
53676,21,470,0.04468085106382979
53729,21,547,0.038391224862888484
53751,21,536,0.03917910447761194
53832,21,495,0.04242424242424243
53842,21,458,0.04585152838427948
53849,21,457,0.045951859956236324
53896,21,529,0.03969754253308128
53904,21,529,0.03969754253308128
53912,21,504,0.041666666666666664
53913,21,508,0.04133858267716536
53973,21,485,0.04329896907216495
54027,21,520,0.04038461538461539
54129,21,466,0.045064377682403435
54134,21,473,0.04439746300211417
54159,21,500,0.042
54224,21,430,0.04883720930232558
54230,21,458,0.04585152838427948
54231,21,465,0.04516129032258064
54233,21,488,0.0430327868852459
54256,21,461,0.0455531453362256
54397,21,492,0.042682926829268296
54398,21,493,0.04259634888438134
54425,21,483,0.043478260869565216
54427,21,469,0.04477611940298507
54453,21,461,0.0455531453362256
54475,21,484,0.04338842975206612
54488,21,481,0.04365904365904366
54517,21,586,0.03583617747440273
54527,21,546,0.038461538461538464
54579,21,500,0.042
54605,21,498,0.04216867469879518
54642,21,451,0.04656319290465632
54727,21,400,0.0525
54732,21,392,0.05357142857142857
54789,21,378,0.05555555555555555
54795,21,388,0.05412371134020619
60800,21,205,0.1024390243902439
5766,20,234,0.08547008547008547
5767,20,234,0.08547008547008547
5771,20,238,0.08403361344537816
6035,20,336,0.05952380952380952
6113,20,335,0.05970149253731343
6170,20,335,0.05970149253731343
6287,20,248,0.08064516129032258
6441,20,257,0.07782101167315175
6474,20,281,0.0711743772241993
6538,20,327,0.06116207951070336
